Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2
2024-01-21,Grand Slam,Outdoor,Hard,4th Round,5,Mannarino A.,Djokovic N.,Djokovic N.,19,1,1765,11055,19.0,1.02
2024-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,5,Fritz T.,Djokovic N.,Djokovic N.,12,1,2840,11055,7.0,1.1
2024-01-26,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Sinner J.,Sinner J.,1,4,11055,6490,1.5,2.63
2024-03-09,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Vukic A.,Djokovic N.,1,69,9675,801,1.02,21.0
2024-03-12,Masters 1000,Outdoor,Hard,3rd Round,3,Nardi L.,Djokovic N.,Nardi L.,123,1,513,9675,17.0,1.03
2024-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Safiullin R.,Djokovic N.,Djokovic N.,41,1,1089,9725,5.5,1.14
2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Musetti L.,Djokovic N.,1,24,9725,1590,1.2,4.5
2024-04-12,Masters 1000,Outdoor,Clay,Quarterfinals,3,De Minaur A.,Djokovic N.,Djokovic N.,11,1,3355,9725,4.33,1.22
2024-04-13,Masters 1000,Outdoor,Clay,Semifinals,3,Ruud C.,Djokovic N.,Ruud C.,10,1,3465,9725,3.0,1.4
2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Moutet C.,Djokovic N.,Djokovic N.,83,1,715,9990,8.0,1.08
2024-05-12,Masters 1000,Outdoor,Clay,3rd Round,3,Tabilo A.,Djokovic N.,Tabilo A.,32,1,1320,9990,9.0,1.07
2024-05-22,ATP250,Outdoor,Clay,2nd Round,3,Djokovic N.,Hanfmann Y.,Djokovic N.,1,85,9860,682,1.08,8.0
2024-05-23,ATP250,Outdoor,Clay,Quarterfinals,3,Griekspoor T.,Djokovic N.,Djokovic N.,27,1,1605,9860,5.5,1.14
2024-05-24,ATP250,Outdoor,Clay,Semifinals,3,Machac T.,Djokovic N.,Machac T.,44,1,1029,9860,5.5,1.14
2024-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Herbert P.H.,Djokovic N.,Djokovic N.,142,1,450,9960,21.0,1.02
2024-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Carballes Baena R.,Djokovic N.,Djokovic N.,63,1,816,9960,17.0,1.03
2024-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Musetti L.,Djokovic N.,Djokovic N.,30,1,1370,9960,4.5,1.2
2024-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Cerundolo F.,Djokovic N.,Djokovic N.,27,1,1590,9960,5.5,1.14
2024-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Kopriva V.,Djokovic N.,Djokovic N.,123,2,523,8360,21.0,1.02
2024-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Fearnley J.,Djokovic N.,2,277,8360,206,1.02,19.0
2024-07-06,Grand Slam,Outdoor,Grass,3rd Round,5,Popyrin A.,Djokovic N.,Djokovic N.,47,2,981,8360,6.0,1.13
2024-07-08,Grand Slam,Outdoor,Grass,4th Round,5,Rune H.,Djokovic N.,Djokovic N.,15,2,2370,8360,3.5,1.3
2024-07-12,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Musetti L.,Djokovic N.,2,25,8360,1620,1.11,6.5
2024-07-14,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Alcaraz C.,Alcaraz C.,2,3,8360,8130,2.1,1.8
2024-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Albot R.,Djokovic N.,2,138,7460,424,1.01,29.0
2024-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Popyrin A.,Djokovic N.,Popyrin A.,28,2,1635,7460,6.0,1.13
2024-10-05,Masters 1000,Outdoor,Hard,2nd Round,3,Michelsen A.,Djokovic N.,Djokovic N.,43,4,1215,5560,4.5,1.2
2024-10-08,Masters 1000,Outdoor,Hard,3rd Round,3,Cobolli F.,Djokovic N.,Djokovic N.,30,4,1552,5560,7.0,1.1
2024-10-09,Masters 1000,Outdoor,Hard,4th Round,3,Safiullin R.,Djokovic N.,Djokovic N.,61,4,853,5560,7.0,1.1
2024-10-11,Masters 1000,Outdoor,Hard,Quarterfinals,3,Mensik J.,Djokovic N.,Djokovic N.,65,4,822,5560,7.0,1.1
2024-10-12,Masters 1000,Outdoor,Hard,Semifinals,3,Fritz T.,Djokovic N.,Djokovic N.,7,4,4060,5560,3.0,1.4
2024-10-13,Masters 1000,Outdoor,Hard,The Final,3,Sinner J.,Djokovic N.,Sinner J.,1,4,11010,5560,1.4,3.0
2024-12-31,ATP250,Outdoor,Hard,1st Round,3,Djokovic N.,Hijikata R.,Djokovic N.,7,73,3910,746,1.04,13.0
2025-01-02,ATP250,Outdoor,Hard,2nd Round,3,Djokovic N.,Monfils G.,Djokovic N.,7,55,3910,1005,1.06,10.0
2025-01-03,ATP250,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Opelka R.,Opelka R.,7,293,3910,176,1.05,11.0
2025-01-13,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Basavareddy N.,Djokovic N.,7,107,3900,566,1.04,13.0
2025-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Faria J.,Djokovic N.,Djokovic N.,125,7,481,3900,23.0,1.01
2025-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Machac T.,Djokovic N.,7,25,3900,1805,1.22,4.33
2025-01-19,Grand Slam,Outdoor,Hard,4th Round,5,Lehecka J.,Djokovic N.,Djokovic N.,29,7,1660,3900,4.0,1.25
2025-01-21,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Alcaraz C.,Djokovic N.,7,3,3900,7010,2.5,1.53
2025-02-18,ATP500,Outdoor,Hard,1st Round,3,Berrettini M.,Djokovic N.,Berrettini M.,35,7,1430,3900,3.75,1.29
2025-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Van De Zandschulp B.,Van De Zandschulp B.,7,85,3900,710,1.1,7.0
2025-03-21,Masters 1000,Outdoor,Hard,2nd Round,3,Hijikata R.,Djokovic N.,Djokovic N.,86,5,752,3860,8.0,1.08
2025-03-23,Masters 1000,Outdoor,Hard,3rd Round,3,Ugo Carabelli C.,Djokovic N.,Djokovic N.,65,5,870,3860,11.0,1.05
2025-03-25,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Musetti L.,Djokovic N.,5,16,3860,2650,1.3,3.5
2025-03-27,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Korda S.,Djokovic N.,5,25,3860,1860,1.25,4.0
2025-03-28,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Dimitrov G.,Djokovic N.,5,15,3860,2745,1.22,4.33
2025-03-31,Masters 1000,Outdoor,Hard,The Final,3,Mensik J.,Djokovic N.,Mensik J.,54,5,1042,3860,4.33,1.22
2025-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Tabilo A.,Djokovic N.,Tabilo A.,32,5,1575,4510,5.0,1.17
2025-04-26,Masters 1000,Outdoor,Clay,2nd Round,3,Arnaldi M.,Djokovic N.,Arnaldi M.,44,5,1240,4120,3.5,1.3
2025-05-21,ATP250,Outdoor,Clay,2nd Round,3,Djokovic N.,Fucsovics M.,Djokovic N.,6,134,4080,443,1.25,4.0
2025-05-22,ATP250,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Arnaldi M.,Djokovic N.,6,39,4080,1365,1.29,3.75
2025-05-23,ATP250,Outdoor,Clay,Semifinals,3,Norrie C.,Djokovic N.,Djokovic N.,90,6,657,4080,5.0,1.17
2025-05-24,ATP250,Outdoor,Clay,The Final,3,Djokovic N.,Hurkacz H.,Djokovic N.,6,31,4080,1665,1.36,3.2
2025-05-27,Grand Slam,Outdoor,Clay,1st Round,5,McDonald M.,Djokovic N.,Djokovic N.,98,6,617,4230,21.0,1.02
2025-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Moutet C.,Djokovic N.,Djokovic N.,73,6,812,4230,9.0,1.07
2025-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Misolic F.,Djokovic N.,6,153,4230,374,1.05,11.0
2025-06-02,Grand Slam,Outdoor,Clay,4th Round,5,Norrie C.,Djokovic N.,Djokovic N.,81,6,762,4230,8.0,1.08
2025-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Zverev A.,Djokovic N.,Djokovic N.,3,6,7285,4230,1.91,1.91
2025-06-06,Grand Slam,Outdoor,Clay,Semifinals,5,Sinner J.,Djokovic N.,Sinner J.,1,6,10380,4230,1.22,4.33
2025-07-01,Grand Slam,Outdoor,Grass,1st Round,5,Djokovic N.,Muller A.,Djokovic N.,6,41,4630,1311,1.02,15.0
2025-07-03,Grand Slam,Outdoor,Grass,2nd Round,5,Evans D.,Djokovic N.,Djokovic N.,154,6,375,4630,9.0,1.06
2025-07-05,Grand Slam,Outdoor,Grass,3rd Round,3,Kecmanovic M.,Djokovic N.,Djokovic N.,49,6,1106,4630,9.5,1.04
2025-07-07,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,De Minaur A.,Djokovic N.,6,11,4630,3085,1.17,5.0
2025-07-09,Grand Slam,Outdoor,Grass,Quarterfinals,5,Cobolli F.,Djokovic N.,Djokovic N.,24,6,2035,4630,7.0,1.1
2025-07-11,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Sinner J.,Sinner J.,6,1,4630,10430,2.8,1.4
2025-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Tien L.,Djokovic N.,7,50,4130,1000,1.14,5.5
2025-08-27,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Svajda Z.,Djokovic N.,7,145,4130,421,1.05,11.0
2025-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Norrie C.,Djokovic N.,Djokovic N.,35,7,1297,4130,8.0,1.08
2025-09-01,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Struff J.L.,Djokovic N.,7,144,4130,428,1.14,5.5
2025-09-03,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Fritz T.,Djokovic N.,7,4,4130,5575,1.44,2.75
2025-09-05,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Alcaraz C.,Alcaraz C.,7,2,4130,9590,4.0,1.25
2025-10-03,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Cilic M.,Djokovic N.,5,94,4830,664,1.08,8.0
2025-10-05,Masters 1000,Outdoor,Hard,3rd Round,3,Hanfmann Y.,Djokovic N.,Djokovic N.,150,5,394,4830,8.0,1.08
2025-10-07,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Munar J.,Djokovic N.,5,41,4830,1138,1.17,5.0
2025-10-09,Masters 1000,Outdoor,Hard,Quarterfinals,3,Bergs Z.,Djokovic N.,Djokovic N.,44,5,1129,4830,3.4,1.33
2025-10-11,Masters 1000,Outdoor,Hard,Semifinals,3,Vacherot V.,Djokovic N.,Vacherot V.,204,5,263,4830,6.5,1.11
2025-11-04,ATP250,Indoor,Hard,2nd Round,3,Tabilo A.,Djokovic N.,Djokovic N.,89,5,696,4580,4.5,1.2
2025-11-06,ATP250,Indoor,Hard,Quarterfinals,3,Djokovic N.,Borges N.,Djokovic N.,5,47,4580,1120,1.17,5.0
2025-11-07,ATP250,Indoor,Hard,Semifinals,3,Djokovic N.,Hanfmann Y.,Djokovic N.,5,117,4580,518,1.2,4.5
2025-11-08,ATP250,Indoor,Hard,The Final,3,Djokovic N.,Musetti L.,Djokovic N.,5,9,4580,3685,1.36,3.2
2026-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Martinez P.,Djokovic N.,Djokovic N.,71,4,768,4780,17.0,1.02
2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Maestrelli F.,Djokovic N.,4,141,4780,436,1.01,29.0
2026-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Van De Zandschulp B.,Djokovic N.,Djokovic N.,75,4,759,4780,10.0,1.06
2026-01-30,Grand Slam,Outdoor,Hard,Semifinals,5,Sinner J.,Djokovic N.,Djokovic N.,2,4,11500,4780,1.06,10.0
2026-02-01,Grand Slam,Outdoor,Hard,The Final,5,Alcaraz C.,Djokovic N.,Alcaraz C.,1,4,12050,4780,1.3,3.5
2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Majchrzak K.,Djokovic N.,Djokovic N.,57,3,895,5280,7.0,1.1
2026-03-09,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Kovacevic A.,Djokovic N.,3,72,5280,771,1.13,6.0
2026-03-12,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Draper J.,Draper J.,3,14,5280,2510,1.67,2.2
2026-05-08,Masters 1000,Outdoor,Clay,2nd Round,3,Prizmic D.,Djokovic N.,Prizmic D.,79,4,740,4700,2.75,1.44
2026-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Mpetshi G.,Djokovic N.,4,83,4460,710,1.08,8.0
2026-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Royer V.,Djokovic N.,4,74,4460,773,1.1,7.0
2026-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Fonseca J.,Djokovic N.,Fonseca J.,30,4,1435,4460,2.75,1.44
2026-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Wu Y.,Djokovic N.,Djokovic N.,102,8,634,3760,11.0,1.05
2026-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Tsitsipas S.,Djokovic N.,8,87,3760,700,1.17,5.0
2026-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Rinderknech A.,Djokovic N.,Djokovic N.,28,8,1683,3760,6.0,1.13
2026-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Safiullin R.,Djokovic N.,Djokovic N.,132,8,458,3760,5.0,1.17
2026-07-07,Grand Slam,Outdoor,Grass,Quarterfinals,5,Auger-Aliassime F.,Djokovic N.,Djokovic N.,4,8,4390,3760,2.38,1.57
2026-07-10,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Sinner J.,Sinner J.,8,1,3760,13450,5.0,1.18
